experiment,model,task,task_family,dataset,dataset_file,reported_in_paper,weights,n,perf,perf_er0,perf_erpos,pct_er0,overall,IR,IO,ER,EO,gc,cp,length,info,validity,tanimoto,semantic_entropy,claims_per_resp,perclaim_fab_rate,hedge_rate,abstain_rate,fab_position,n_conditions,base_accuracy,samples_per_response,n_matched_token,n_dlogp
diagnosis,ether-0,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,futurehouse/ether0,500,78.8,84.5018,72.0524,54.2,8.1064,2.364,2.24,6.009,15.5227,4.034,85.6112,1602.616,2.5171,97.2,,0.366,,,,,,,,,,
diagnosis,ether-0,s2_MolOpt_LogP,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_LogP.csv,True,futurehouse/ether0,500,95.6,76.3158,97.1861,7.6,12.5485,1.508,2.4,21.9002,16.9066,3.818,58.9016,2915.468,1.3096,97.0,,0.4691,,,,,,,,,,
diagnosis,ether-0,s2_MolOpt_MR,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_MR.csv,True,futurehouse/ether0,500,47.8,42.8571,48.4234,11.2,12.7158,5.032,2.72,20.1817,17.0567,3.752,60.3604,3143.216,1.1937,96.6,,1.053,,,,,,,,,,
diagnosis,ether-0,s2_MolOpt_QED,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_QED.csv,True,futurehouse/ether0,500,52.0,33.8983,54.4218,11.8,14.0287,3.7421,4.8,20.0887,18.8355,3.782,59.653,2955.694,1.2796,94.0,,0.9872,,,,,,,,,,
diagnosis,ether-0,bace,classification,MoleculeNet,moleculenet/bace/bace.csv,False,futurehouse/ether0,152,0.0,0.0,0.0,34.2105,35.3419,3.3355,70.0,12.4038,0.0,2.9605,67.6692,1673.9079,1.7686,0.0,,0.0087,,,,,,,,,,
diagnosis,ether-0,bbbp,classification,MoleculeNet,moleculenet/bbbp/bbbp.csv,False,futurehouse/ether0,204,0.0,0.0,0.0,36.7647,33.27,9.7451,66.2255,12.5373,1.9608,3.3578,73.1057,2410.8578,1.3928,5.3922,,0.0447,,,,,,,,,,
diagnosis,ether-0,hiv,classification,MoleculeNet,moleculenet/hiv/hiv.csv,False,futurehouse/ether0,4113,0.0,0.0,0.0,34.5976,36.3209,3.2054,69.1831,14.7362,0.9725,2.1969,60.9675,1717.901,1.2788,1.167,,0.1063,,,,,,,,,,
diagnosis,ether-0,tox21,classification,MoleculeNet,moleculenet/tox21/tox21.csv,False,futurehouse/ether0,784,0.0,0.0,0.0,22.3214,35.6079,6.5268,69.1071,17.4528,0.7653,3.0689,60.7729,2111.3686,1.4535,1.2755,,0.3835,,,,,,,,,,
diagnosis,ether-0,clintox,classification,MoleculeNet,moleculenet/clintox/clintox.csv,False,futurehouse/ether0,148,0.0,0.0,0.0,21.6216,35.185,4.7162,64.7973,16.3072,6.7568,3.0811,65.6115,1910.9122,1.6124,7.4324,,0.2335,,,,,,,,,,
origin ladder (base-a (pre-SFT)),base-a (pre-SFT),(3 translation tasks),translation,(multiple),,True,meta-llama/Llama-3.1-8B-Instruct,16107,4.525716485073927,,,44.93698392003477,,,,16.88288694356491,,,,,,,,,3.482833550630161,0.5182056326956314,0.48066058235549763,0.01061650214192587,0.3708461354130141,,,,,
origin ladder (SFT),SFT,(3 translation tasks),translation,(multiple),,True,<released separately: Chem-R SFT checkpoint>,16107,42.31513198889381,,,38.28770099956541,,,,11.61318929657913,,,,,,,,,6.0114236046439435,0.2820207747470426,0.7759359284783014,0.0003104240392375986,0.3047207221451566,,,,,
origin ladder (+process),+process,(3 translation tasks),translation,(multiple),,True,<released separately: Chem-R process-reward variant>,16107,51.724172849817464,,,81.71602408890544,,,,2.4302340597255845,,,,,,,,,6.51114422300863,0.05791503279651065,0.7715899919289749,0.0,0.33536095188384596,,,,,
origin ladder (+coupled),Chem-R-Faithful,(3 translation tasks),translation,(multiple),,True,<released separately: Chem-R-Faithful weights>,16107,51.449651623709734,,,88.04867448935245,,,,1.7294524119947843,,,,,,,,,6.337865524306202,0.04345597167600501,0.7850003104240393,0.0,0.30824968080413,,,,,
origin ladder (off-the-shelf GRPO),Chem-R,(3 translation tasks),translation,(multiple),,True,weidawang/Chem-R-8B,16107,50.08504450741595,,,40.6282982554169,,,,10.5956677221084,,,,,,,,,6.049109083007388,0.2255955466501484,0.7676786490345813,0.00012416961569503942,0.3156566995583833,,,,,
conditional entropy,+process,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,+process,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,+process,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
CoT / draft perturbation,+process,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R process-reward variant>,13567,,,,,,,,,,,,,,,,,,,,,,5,0.494656150954522,,,
conditional entropy,Chem-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,Chem-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
CoT / draft perturbation,Chem-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,weidawang/Chem-R-8B,13560,,,,,,,,,,,,,,,,,,,,,,8,0.4724188790560472,,,
gradient x input saliency,Chem-R,(pooled),,(multiple),,True,weidawang/Chem-R-8B,16103,,,,,,,,,,,,,,,,,,,,,,,,,,
region attention + Dlogp + matched-token,Chem-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolCustom_AtomNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_AtomNum.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolCustom_BondNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_BondNum.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolOpt_LogP,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_LogP.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolOpt_MR,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_MR.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
region attention + Dlogp + matched-token,Chem-R,s2_MolOpt_QED,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_QED.csv,True,weidawang/Chem-R-8B,16100,,,,,,,,,,,,,,,,,,,,,,,,,300,2182
conditional entropy,Chem-R-Faithful,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,Chem-R-Faithful,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,Chem-R-Faithful,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
CoT / draft perturbation,Chem-R-Faithful,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R-Faithful weights>,13555,,,,,,,,,,,,,,,,,,,,,,8,0.4903725562523054,,,
gradient x input saliency,Chem-R-Faithful,(pooled),,(multiple),,True,<released separately: Chem-R-Faithful weights>,16100,,,,,,,,,,,,,,,,,,,,,,,,,,
region attention + Dlogp + matched-token,Chem-R-Faithful,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolCustom_AtomNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_AtomNum.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolCustom_BondNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_BondNum.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolOpt_LogP,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_LogP.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolOpt_MR,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_MR.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
region attention + Dlogp + matched-token,Chem-R-Faithful,s2_MolOpt_QED,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_QED.csv,True,<released separately: Chem-R-Faithful weights>,16098,,,,,,,,,,,,,,,,,,,,,,,,,300,5292
conditional entropy,ChemDFM-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ChemDFM-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,ChemDFM-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
CoT / draft perturbation,ChemDFM-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,OpenDFM/ChemDFM-R,13451,,,,,,,,,,,,,,,,,,,,,,8,0.3903055534904468,,,
gradient x input saliency,ChemDFM-R,(pooled),,(multiple),,True,OpenDFM/ChemDFM-R,16064,,,,,,,,,,,,,,,,,,,,,,,,,,
region attention + Dlogp + matched-token,ChemDFM-R,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolCustom_AtomNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_AtomNum.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolCustom_BondNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_BondNum.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolOpt_LogP,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_LogP.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolOpt_MR,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_MR.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
region attention + Dlogp + matched-token,ChemDFM-R,s2_MolOpt_QED,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_QED.csv,True,OpenDFM/ChemDFM-R,16061,,,,,,,,,,,,,,,,,,,,,,,,,300,3300
conditional entropy,SFT,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,SFT,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,SFT,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,SFT,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,SFT,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
