experiment,model,task,task_family,dataset,dataset_file,reported_in_paper,weights,n,perf,perf_er0,perf_erpos,pct_er0,overall,IR,IO,ER,EO,gc,cp,length,info,validity,tanimoto,semantic_entropy,claims_per_resp,perclaim_fab_rate,hedge_rate,abstain_rate,fab_position,n_conditions,base_accuracy,samples_per_response,n_matched_token,n_dlogp
conditional entropy,SFT,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,SFT,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,SFT,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
CoT / draft perturbation,SFT,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,<released separately: Chem-R SFT checkpoint>,13549,,,,,,,,,,,,,,,,,,,,,,6,0.3543434939847959,,,
conditional entropy,base-a (pre-SFT),cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,base-a (pre-SFT),mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,base-a (pre-SFT),retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,base-a (pre-SFT),cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,5,0.0019883539269990058,,,
CoT / draft perturbation,base-a (pre-SFT),mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,5,0.0019883539269990058,,,
CoT / draft perturbation,base-a (pre-SFT),retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,meta-llama/Llama-3.1-8B-Instruct,7041,,,,,,,,,,,,,,,,,,,,,,5,0.0019883539269990058,,,
conditional entropy,ether-0,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
conditional entropy,ether-0,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,,,8,,
CoT / draft perturbation,ether-0,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
CoT / draft perturbation,ether-0,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,futurehouse/ether0,12973,,,,,,,,,,,,,,,,,,,,,,5,0.19717875587759193,,,
gradient x input saliency,ether-0,(pooled),,(multiple),,True,futurehouse/ether0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,
region attention + Dlogp + matched-token,ether-0,cap2mol,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,mol2cap,translation,ChEBI-20,chebi-20/test.txt,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,retrosynthesis,translation,USPTO-50k,uspto50k/USPTO_50K.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolCustom_AtomNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_AtomNum.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolCustom_BondNum,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_BondNum.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolCustom_FunctionalGroup,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolCustom_FunctionalGroup.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolEdit_AddComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_AddComponent.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolEdit_DelComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_DelComponent.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolEdit_SubComponent,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolEdit_SubComponent.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolOpt_LogP,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_LogP.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolOpt_MR,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_MR.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
region attention + Dlogp + matched-token,ether-0,s2_MolOpt_QED,S2 instruction-following,S2-TOMG-Bench,s2-bench/MolOpt_QED.csv,True,futurehouse/ether0,15386,,,,,,,,,,,,,,,,,,,,,,,,,288,815
